location,status,good_results
weyanock,good result,powhatan|ars|lower_chesapeake_bay
minbya,good result,launggyet|kyunthaya_island
shiveh,good result,vanch|vamar
shimbay,good result,kath|qonirat|xojeli|aral_sea|nyzvar
nalolo,good result,zambesia_katongo|namieta|njoko
huangcaoba,good result,xilong|ia|machang|anlong|luoxiong
foum_zguid,good result,beni_sabih|tata
pa_lus_sa,good result,hinsepu|alpo_wa
julfa,good result,ia|kapan_armenia|ye|mardanaqom|nazok_olya
urfa,good result,kahta|birecik|siverek
nyuya,good result,tinnaya|lensk|chamcha
mah_hom,good result,kicpahat|tenawa|kwaaru
mangrol,good result,kota|ranthambore
djemah,good result,bria|kotto|uele_ca|dungu|yambio
huanggang,good result,huangpi|jiangxia|wuchang
shambe,good result,sobat|rumbek|lado
navolok,good result,konyovo|sheleksa
tutilpinco,good result,anilco|ayays|ou|quigate|utiangue
sindagi,good result,bijapur|kembhavi
napinaica,good result,quechula|jaltenango|chimalapa_jungle
daloa,good result,guinean_jungle|gbepleu
ves_yogonskaya,good result,ilovna|prozorovo|ustyuzhna_zheleznopolskaya
fagaras,good result,sibiu|ou|cincu
apotaka_hacha,good result,ohatchee|apafalaya
east_wembere,good result,datooga|iraqw
mohacs,good result,bacs|bodrog|tolna|vukovar
shuitejiang,good result,dejiang|longquanping
tecalco,good result,cholollan|tepexi|ia|tecalco|wa|kem|otun|oban
yingshang,good result,shouchun|xiacai|yingzhou|yingshui
maleisiai,good result,panevezys
riz,good result,bandar_deyr|khormoj|alamarvdasht|jahreh
minizuahe,good result,wibazoka_wakpa
guba,good result,gilgel_beles|chilga|fazughli|al_rusayrisi
mokhcha,good result,nizhny_lomov|insar
chandpur_garhi,good result,badrinath|srinagar_garhwal
tokkuztara,good result,tian_shan8|almaliq|gulja|narat|nilka
ranikot,good result,kotri|sehwan
neoskweskau,good result,nasacauso|cauouatstacau
porto_tibirica,good result,ou|ofaie|taquarucu|kaiwa|valparaiso|jataizinho
kotonkoro,good result,birnin_gwari
muhwaosipi,good result,ou|ia|boojwiikwedong|ia|peshtigo|ou
itaueira,good result,gurgueia|manuais|ou
worcester,good result,kidderminster|cheltenham
syun,good result,bugulma|aznakayevo|menzelinsk
volodymyr,good result,grabowiec|sos
mezen,good result,leshukonskoye|russian_wastelands_9|bolshaya_laptyuga
kaipeshimushich,good result,waskaganish|nemasca
nessoneick,good result,saponi|occaneechi|meherrin
backnang,good result,heilbronn|vaihingen
hopatcong,good result,abe|minisink|paunacussing|tohickon
koshira,good result,kolomna|lopasnya
mingan,good result,manapakuaniskau|mingan_islands
yongjia,good result,gongxian|yueqing
sansanding,good result,segou|macina
miranha,good result,arua|solimoes_amazon_jungle
rejang,good result,belaga|katibas|plieran
ambohidray,good result,moramanga
smederevo,good result,kovin|pancevo|belgrad|rudnik
phyu,good result,taungoo|thandaunggyi
co_dang,good result,thanh_hoa|quan_da_chau
baram,good result,hulu_baram|niah|tinjar
tawahka,good result,pech|silam|ku|panamahkas|tawahka
angoram,good result,aruamu|abu_jungle|banaro|boiken|girgir_cape
xunxian,good result,neihuang|jixian|tangyin
oreshek,good result,lake_ladoga|markovo|neva
edirne,good result,hayrabolu|nyon|demotica|ia
ardatov,good result,azeevo|melenki
guato,good result,ytykyra|pantanal_swamp|otuques|boe
vitim,good result,ia|witym|ia|chuya|nal|peledui|yukte
bauge,good result,angers|le_lude|sable
hequ_wuding,good result,luquan|yuanmou
kiestinki,good result,lake_pyaozero|lake_topozero|karelia_taiga1
crepy,good result,noyon
hanguang,good result,qingyuan|ob|yingde
millioke,good result,kenosha|sheboygan|millioke|kem|gap|otun|oban
haisla,good result,wet_suwet_en
horb,good result,oberndorf|tubingen
kisenga,good result,kalala_kazemba|cazombo|nana_kandungu|cuoim|muana
yingdao,good result,yongming|lingling
merseburg,good result,ia|halle_an_der_saale
kouande,good result,ou|mie|tirekka|djougou|tambaga
zavallia,good result,balta|torhovytsia
balangir,good result,saintala|belkhandi|baud|sonepur
tutelo,good result,mahock|chiswell|ye|ou|mondongachate|ia|mohetan
gameleira,good result,porangatu|arraias|funil|xerente|gurupi
chuwi,good result,tomina|takopaya|samaipata|ou|mizque|ou|charka
kelafo,good result,epe|gode|beledweyne
perquilauquen,good result,pikumche|huemules_forest
shaxian,good result,nanping|yongan_sha
lahei,good result,laung|teweh|ia
ixtutz,good result,uxwitza|leh
lichiresti,good result,cegani|giurgiu|drastar|tutrakan
tompo,good result,khandyga|topolinoe|udamik|menkyule
lingbi,good result,ou|hongxian|epe|tver|suzhou_fengyang
pulai,good result,kelantan|titiwangsa_mountains
mbya,good result,oral|santo_antonio|ia|iguazu|kaarendy|canindeyu|takuru_puku
neustadt_am_rubenberge,good result,hanover|fallingbostel
guangchang,good result,nanfeng
bijar,good result,bashqurtaran|divandarreh|yasukand
natashquan,good result,aguanish|mecatina_hills|ou|vieux_poste_point
piltene,good result,kuldiga|ventspils
chaiturgarh,good result,fez|ambikapur|sonhat|ratnapura|tummana
ausa,good result,kalyani|bhalki|dahrur|harishchandra_range
dai_man,good result,tuyen_quang|bao_lac
texistepec,good result,tesechoacan|suchilapan|coatzacoalco
tapalquen,good result,calfuleufu|trenquelauquen|wangulen
trancoso,good result,lamego|meda|moncorvo|vila_real
bousso,good result,guelengdeng|goundi
pinoh,good result,hulu_lamandau|sepauk|hulu_melawai
walyalup,good result,whadjuk|mandurah
naghan,good result,lordegan|zagros_mountains12|ia
soscumica,good result,matagami_lake|nottaway
naser,good result,fashoda|assosa|gambela|gore|sobat
gadchiroli,good result,wairagarh|ballarpur|aheri|bramhapuri
pathankot,good result,pasrur|kathua
florac,good result,millau
syuldyukar,good result,kuchugunnur|oyusut
haya,good result,bugara|isinguro|vitoria|ou
tapaje,good result,narino|hatunllacta
bazhai_duyun,good result,duyun|maxia
dongchuan,good result,nanning|zhanyi|rende|huili|tangdan|zhehai
ndorwa,good result,bugara|buzanga|isinguro
cozia,good result,sibiu|poenari|ramnicu_valcea
jacui,good result,umbu|sao_leopoldo
karima,good result,ed_debba|korti|shemkhiya|dongola|abu_hamed
schwaz,good result,innsbruck|kufstein|imst|wa|lechtal_alps2|garmisch|ars
canasoga,good result,hogohega|great_smokies
konde,good result,swazi
ikalis,good result,ou|birkala|ye|orivesi|ia
taman,good result,mapa|copa|temryuk_bay
yidu,good result,zhijiang|yiling|changyang
khelhghubunt_en,good result,dzindlat_bun|khelhghubun|mesilinka
makhtal,good result,panugallu|gadwal|sagar
madanda,good result,ou|ami|east_shangana|mambone|chipukuswi|pamuuyu|chiluane|chibvumani
goly_karamysh,good result,kamyshin|rovnoye|ukek
thu_vat,good result,van_ban|tam_dai|tuyen_quang|binh_nguyen
lambarene,good result,nguyi|lolo|bakele_kongo
torun,good result,enez|lipno|ye|inowroclaw
patsaliga,good result,uchee|omusee|conecuh
litang,good result,daoba|hengduanshan5|waerhdje
samarchyk,good result,rozdory|oril|kodak
weiyuan_lintao,good result,longxi_gongchang|qinlingshan3|didao
gomene,good result,saaka|fernao_veloso_bay
ogonok,good result,ketanda|yugorenok|ayan_mai2
tih_go_tel,good result,teypana|nde_nda_i
doolboong,good result,kija|jarrakan|ngarinman
dingnan_anshun,good result,ou|puding|xibao
vagay,good result,qashliq|siberia_abalak|tobolsk|ust_ishim
qianlong,good result,yongning|xuanhua_nanning|ye
chipangura,good result,masekesa
pravaya_khetta,good result,nadym|levaya_khetta
bumbuzi,good result,kazungala|abutua|dambwe
amgun,good result,dzhuk|kerbi
jianchang_sichuan,good result,dechang|suzhou
tonggu_liping,good result,tianzhu|qingjiang_liping
gerger,good result,keban|sivrice|malatya|kahta|cermik|siverek
juru_hoton,good result,anchun
athabasca,good result,thilane_hot_ine|lake_athabasca
sarangpur,good result,agar|maksi|gagraun|aklera
voikar,good result,ou|oral|eid|voykarskiy_sor|ia|synya|ia|shuryshkar|ia|kunovat|ia|zazhimchar|pitlyar|siberian_wasteland_11
kwa_chavira,good result,mulilimu|longamo|moira
hanle,good result,shey|tashigang
yemelyanovo,good result,krasnoyarsk|taseyevo
buganda,good result,north_buganda|vitoria
fehervar,good result,buda
sakawyiniw,good result,tawatinaw|thilane_hot_ine
attaock,good result,ely|tesinigh|wicontiss
nerekhta,good result,kostroma|yakovlevskoye_bolshoye
sokal,good result,grabowiec|zhovkva
verden,good result,nienburg|hoya|fallingbostel
kadjerong,good result,jarrakan|jaminjung|reveley_shore|joseph_bonaparte_gulf
patia,good result,hatunllacta|yauto
lingzhou,good result,ningxia|lingwu
akkajaur,good result,gratesk|alvsby|arvidsjaur|ia|arjeplog|jokkmokk
semur_en_brionnais,good result,charolles|perreux|roanne
kanthi,good result,hijli|jalesar|ia|kanthi|kem|otun|ani|oban
podor,good result,walalde|dagana
tatahuitalpan,good result,baak|xicallanco|namaan
wotjobaluk,good result,latje_latje|dadi_dadi|ayr|wemba_wemba
patna,good result,ye|arrah|ou|hajipur|bihar_sharif|deo|gaya|rajgir
najama,good result,ondjiva|owambo|wau
kalyani,good result,ausa|abe|kalyani|kem|otun|epe|ars|oban
guiratinga,good result,ou|araguaia|boe|awen|areia|araes|utugo_kuri_doge
mueng_rat,good result,phuenchapura
longping_pingle,good result,pingle|cangwu
singa,good result,sennar|dabarqi|karkuj
newenken,good result,fisque_menuco|anelo|elcui|kalfucura|cavan
charyn,good result,chundzha|koktal|shelek
winneway,good result,temiscamingue|kinojevis|quinze_lake
muang_thaeng,good result,ban_luang_cheng|phongsali
taliepacana,good result,zabusta|consha|napochi|eianamogola
atacames,good result,mindu
mpanda,good result,molumbo|mucajama|kabunda
chaibasa,good result,khiching|jyotipur
nazran,good result,dzhulat|novopavlovsk|kurskaya
kai_kara,good result,ou|guamontey|ipire|guanipa|aro|apure|guajobos|negro_amazon_jungle
chymnaii,good result,ye|khandyga|kharbalakh|khanda|uolba|udamik
shtax_heen,good result,taant_a
tamluk,good result,chandrakona|hijli|satgaon
apetowun,good result,ya_kti_ki|sakwatamau
taweisha,good result,zankor|masa_sud|nyala|shakka|wara
danli,good result,talanga|ollalko|panamahkas|ukutal
priluky,good result,village_onega|sheleksa
lillehammer,good result,imsdalen|mjosa
ryn_poland,good result,barten|lidzbark
balaghat,good result,chhaparagarh|wairagarh|nainpur
skitswish,good result,benewah
itzocan,good result,axochiapan|tepexi|cholollan|tepexi|abe|itzocan|gex|ye|aga
katha,good result,mongyang|shwegu
nadvoitsy,good result,saarijoki|lake_vygozero
pyzdry,good result,lad_konin|sroda_wielkopolska
ashmyany,good result,wa|kreva|medininkai_vilna|ayr
mahu,good result,leibo|luozuoguan|yongshan
kalatay,good result,pervouralsk|nizhny_tagil
peshtigo,good result,ou|lop|muhwaosipi
neuburg_an_der_donau,good result,dillingen|ingolstadt
chunan,good result,shexian|jiande
sambalpur,good result,samasingha|sonepur|bargarh
myedu,good result,dhipaesyin|moksobo|wuntho|ngasingu|takawng
wazirabad,good result,macherla|guntur|kondapalli|devarakonda
ouezzane,good result,larache|fez|la_mamora|amergo
tawalimni,good result,chawchila|epe|kasumne
muyove,good result,ami|kasekete|ingombe_ilede|ani|mukariva|wau|chedzurgwe
sesayap,good result,tarakan|borneo_jungle1|sesayap_delta
itatsky,good result,bolshoy_uluy|nazarovo
jilibulake,good result,duolundu|jurhen_ui|tanggula2|tanggula2
al_laghfiyyah,good result,dawbah|ar_rass|at_tarfawi
alapahoochee,good result,epe|sawokli|ia|napituca
cherlak,good result,omsk|zhelezin
segbwema,good result,kono|mano
surui_paiter,good result,madeira_amazon_jungle|nambikwara
tlamazolan,good result,xilotlan|sayula
tanjin,good result,cangwu|pingnan
yir_yoront,good result,koko_bera|pormpuraaw_shore
bakgatla,good result,ou|wa|em_dinaneni|egabeni|hlahlandlela|modipe|bamangwato|mapungubwe|lotsane
kargopol,good result,konyovo|lake_lacha|ou|tes|ye
khust,good result,syvlyush|sighet
chabanais,good result,nontron|charroux|rochechouart
poti,good result,timbira|potyguara|cais
sulechow,good result,zielona_gora|krosno_odrzanskie
kashin,good result,uglich|kalyazin
kremenchuk,good result,horodyshche|usivka|oril|myshuryn_rih
ozanna,good result,mackenzie_mtns|tyagacho|tsay_iona|omineca_mountains
kohi_safi,good result,bagram|alishang|gandamak
ipueira,good result,acoroazes|itajui|ibotirama|guanambi
tolekskoe,good result,tasuktul|moiynkum_desert
agar,good result,sarangpur|gagraun
hogohega,good result,oral|pelisipi|amoyeli_gunahita|oral|canasoga|chiaha|coste
kuzmovka,good result,bakhtinsky
gualeguay,good result,mbegua
sangamon,good result,peoria|macoupin|okaw|ou
tanimuu,good result,tawakoni|nabiti|nacachau
ballalapura,good result,palasamudram|ia
almazan,good result,soria|otse|berlanga
beloretsk,good result,kapova_pesera|siberian_wasteland_2|siberian_wasteland_3
rajabar,good result,dubbi|ghotki
kurnai,good result,yarra|kurnai|kem|otun
acoroazes,good result,jaguarari|ipueira
tonala,good result,chapallan|ia|huaxtla
chelmno,good result,bydgoszcz|grudziadz|swiecie
laguardia,good result,logrono|mirande|anana|viana|gane
ixtlahuacan,good result,huaxtla
kham_bahar,good result,qalai_khumb|ragh
farkhor,good result,araska|qubodijon|arkhan|kishim
najera,good result,logrono|miranda_de_ebro
kotpad,good result,nandapur|ou|malkangiri|ou|nowrangapur|ena|bastar|jagdalpur
berg,good result,havero|oviken
ndawe_qoha,good result,atajal
bardak,good result,yendyr
coatlan,good result,comitlan|ou|juchatengo|ia|zaachila|miahuatlan|abe|ia
kathua,good result,pathankot|chamba_india
kamieniec,good result,rozan|zakroczym|sokolow|warsaw|nur
konkoure,good result,gueme_sangan|yagala|scarcies|port_loko
uatuma,good result,urucurituba|juris|amazon_jungle
mechiso,good result,lake_winnipeg|cemar
shanghai,good result,huating|nanhui
sapponah,good result,dawhee|sissipahaw
kadur,good result,sringeri|shimoga
straubing,good result,ia|landau|regensburg|kelheim
ruichang,good result,ou|guangji|wa|yongxing|ia|dehua_jiujiang
muang_xay,good result,chom_khao_maneerat|hongsa|ban_luang_cheng|nam_xuang
klichaw,good result,babruysk|lyubashany
saintala,good result,hot|balangir
khor_virap,good result,nakhchivan|yerevan|igdir|maku|ia
macheng_luanzhou,good result,yifeng|laoting|changli
rechytsa,good result,gomel|kholmyech
halshany,good result,tes|ou|ye|ob|hieraniony|ou|ia|stowbtsy
kwila,good result,kalala|inzia|kisakaba
dukin,good result,kerbi|suluk
ramnicu_valcea,good result,poenari|cozia|dragasani|slatina
firozpur,good result,kapurthala|dipalpur
kahpota,good result,ialophaybo|moghwachi|colorado
barza,good result,santeh
andryushkino,good result,yukaghyr_upplands1|kelyuyekyan
orange,good result,st_ambroix|avignon
turrbal,good result,geynyan|yo
hungry_horse,good result,bad_rock|epixyu
shkhancheriekhabl,good result,kuzhyb|belorechensk
nalou,good result,luokong|shiping|mengzi|mengding
chuluutyn,good result,mori_baridag|zagzuugiin_balgas|eid
tagin,good result,kromy
wielen,good result,szamotuly
chipagwe,good result,chipukuswi|chomuruvuti|pamuuyu
agikuyu,good result,east_african_mountains|oda_boru_ruva
batey,good result,cura|epe
oudenaarde,good result,ghent|aalst|tournai
reading,good result,henley|windsor|abingdon
baochang,good result,shangdu|chagannur
utaya,good result,orgulaax_trail|tala_kyuyel|ziryanka|nelemney
chalninsky_pochinok,good result,sarapul|yelabuga|menzelinsk
difunda,good result,kassai|kadinbola|buganda|cuoim
shanfana,good result,kioko|minungo|kajenje
kofan,good result,nambue_jungle|siona
itis,good result,liljendal|tuy|die|hollola
nogent_sur_seine,good result,broyes|nemours
bafra,good result,gadegara|ye|gerze|cape_sinop|po|ia
akhmim,good result,asyut|el_buwit|qena
chawchila,good result,tawalimni|yashikumne|noptinte|tes|pitkachi
kebkabiya,good result,hadjer_haddid|towing
rietberg,good result,non|warendorf|paderborn|detmold
ongoulastoga,good result,cootcla|tchoukafala|quizquiz
mihaliccik,good result,polatli|sivrihisar|beypazari|bozan|nalli
peyrusse,good result,figeac|entraigues
toho,good result,capoque|ou|karankawa|palaquechare|cantona|sam|abe
wiradjuri,good result,ayr|wirrai_durhai|bangarang|malegoondeet
fugu,good result,hebin|baode|hequ|shenmu
dubna,good result,kalyazin|wa|vertyazin
prague,good result,mlada_boleslav|litomerice|beroun|kourim
yanci,good result,bohai|jiyang|gaoyuan_jinan
krenye,good result,tapuitapera|guaja|upaon_acu|guajara|canela_ramkokamekra
kongwei,good result,zhenkang|ta_shwe_htan|ye
paxtang,good result,tesinigh|shamokin
bazin,good result,waldeba|ia|tesenei|tembesha|ia|shire
oiampi,good result,amazon_jungle|wayampi
santeh,good result,barza|takht_e_soleyman|zagros_mountains3
kirarutah,good result,monecato|pitahauerat
tucumcari,good result,olo|tinde|ath|tsesh_ke_shende|ath|kwahada
guben,good result,torzym|lebus|krosno_odrzanskie
monforte_de_lemos,good result,sarria|ye|ourense|ou
kuido,good result,kuilembi
wachigari,good result,waveroo|ngunawal|yorta_yorta
numaniyyah,good result,dayr_aqul|ye|an_nil|wasit
kafia_kinji,good result,ou|bria|ed_daein|ia|shakka|said_bundas|wau
bonndorf,good result,kyburg
nako,good result,tsaparang|himalaya7|sarahan
ocol,good result,matara|chinipi
teotenanco,good result,tollohcan|toluca_mountains
gadag,good result,koppal|kundgol|puvina_padangile
gimbi,good result,maldarede|enjebara|fazughli|nekemte
coria_del_rio,good result,sanlucar_la_mayor|bay_of_cadiz|gex|nal|wa
araska,good result,ragh|farkhor|kishim
aresh,good result,barda|vartashen|zardab
spasskoye,good result,cherepoves
stepan,good result,volodymyrets|kostopil
bagdarin,good result,karaftit|bukachacha|isenga
kabunda,good result,lake_tanganyika|mpanda|chilwe|nyena_kapemba|kafimbi
lakhva,good result,luninets|turov|davyd_haradok|stolin
mukalombo,good result,kilemba|ankoro|luapula|abe
harishpur,good result,kataka|ratnagiri|indian_coast59
guarzo,good result,tahamies|epe|ia
pomabamba,good result,huacareta|pomabamba|kem|otun|oban
metztitlan,good result,ixmiquilpan|apt|cadereyta|apt|tziuhcoac|ia|bled
sasovo,good result,morsha
gampola,good result,kandy
cuama,good result,chindre|chupanga
pietrykaw,good result,mazyr|buinovichi|turov
ballarpur,good result,kelapur|aheri|gadchiroli|epe|bramhapuri|wa|sirpur|ia|manikdrug|ou
vasilsursk,good result,sechenovo|sergach|kurmysh
kutima,good result,nikolsky_pogost|olyokma_upplands1
amaye,good result,nanatsoho|naguatex|nasoni
quuiich,good result,etnemitane|coos_bay
tynda,good result,tukuringra|tygde
kitcisakik,good result,kinojevis|kakibonga
yuanqu,good result,jiyuan|xinan|xiaxian
sayula,good result,tlamazolan|abe|sayula|kem|otun|oban
gudamalani,good result,chandravati|siwana|great_rann_of_kutch
kawachisakau,good result,otelnuk|kawachikamasu
sicasica,good result,curahuara|nes
sodankyla,good result,kittila|nunnanen|savukoski
huarong,good result,baling|mar|ia|dongping|anxiang|jianli|shishou|tete|awa
