location,status,good_results
yir_yoront,good result,koko_bera|pormpuraaw_shore
yishan,good result,hechi|maping|liucheng
yixian,good result,shidai|taiping_ningguo
yixingzhou,good result,dongliangting|taipingzhuang
yjxa,good result,purus_amazon_jungle|madeira_amazon_jungle|karipuna|ahe
ynakh,good result,kelyuyekyan|succun
ynakhsyt,good result,tonguo|niurba|sayylyk|byuteydyakh
yo_loy,good result,suisin|river_nomlaki|koyoongkawi|ye|mechoopda
yojuane,good result,cantona|sana_tx|tza_wan_pupako
yoko,good result,sanaga|yambasa
yola,good result,bih|kontcha|bakka
yolombo,good result,simiti|macaregua|tora|chipata|nechi|pantagoras
yongan_sha,good result,shaxian
yongchang_yongchang,good result,yunlong|youdian
yongchuan,good result,hejiang
yongding_shanghang,good result,shanghang|sanhe_chaozhou
yongfeng,good result,shangrao|yushan_guangxin
yongjia,good result,gongxian|yueqing
yongming,good result,yingdao|jianghua
yongning,good result,gulin|luojiao
yongning_baisheng,good result,fez|muli|ou|ou
yongning_hengzhou,good result,ningpu|qianlong
yongping_yongchang,good result,youdian
yongshan,good result,ia|mahu|leibo|puge|wumeng
yongshun_yongshun,good result,yuanling|dayong|baojing
yonibana,good result,kamabai|shenge
yoov_we_teuh,good result,randolph|yuttahih
yopo,good result,tame|arauca|cocuy_mountains|atanari|cumaribo
yor,good result,birma
yorga,good result,cherepoves|ust_ugla|kirillov
yoro,good result,comayagua|olanchito
yorta_yorta,good result,waveroo|wachigari
yot_ou,good result,phongsali
youdian,good result,menghua|yangbei|shunning|yongchang_yongchang|yongping_yongchang
youyang,good result,sanmao|yanhe|xiushan|pengshui
ypalgyn,good result,vstrechny|anyuysk
ypoa,good result,tula|otun|epe
yrgychen,good result,uyandi|kurannakh|siberian_hills_8
yscani,good result,aays|nisohone
yshyr,good result,pantanal_swamp|gaaigosode|yshyr_forest
ytykyra,good result,piquiri|pantanal_swamp|guato|araguaia
yuancheng,good result,nanle|weixian|guancheng|guantao
yuanjiang,good result,yiyang_changsha|xiangyin|dongping
yuanjiang_yuanjiang,good result,luokong|shiping|malongtalang
yuanling,good result,chenxi|madi_yuanling|luxi|yongshun_yongshun|guzhang
yuanmou,good result,juque|hequ_wuding|huichuan_dechang
yuannan,good result,taoyuan|madi_yuanling
yuanqu,good result,jiyuan|xinan|xiaxian
yucheng_kaifeng,good result,abe|dangshan|suiyang
yuchi,good result,anigiduwagi|chattarawa
yuechi,good result,shizhao|qujiang_guangan
yueqing_bay,no river,
yugan,good result,jinxian|poyang|anren_raozhou
yugorenok,good result,ogonok|ust_ynykchan|ayan_mai2
yukhta,good result,abe|amedichi|kuranakh|aldan_upplands4
yukkuman,good result,tolombon|ayllu_yacuchiri
yukpa,good result,jauregui|otun|epe
yuksom,good result,dalingkot|tsunthang
yukta,good result,inarigda|ilimpeya|kudepyapka
yuktali,good result,chilchi|tas_yuryakh|aldan_upplands1
yukte,good result,nikolsky_pogost|chuya|vitim
yulalona,good result,tututni|tak_elam|etnemitane
yuldibay,good result,ishimbay|siberian_wasteland_3|khaiylmysh|khaqmar
yumba,good result,massabo|ncando
yun,good result,wudang|huanglong|yunxi
yunca,good result,solimoes_amazon_jungle|yanatile|ullantaytampu
yungdrung,good result,fez|geshitsa|rahor|maerkang
yunhe,good result,lishui|longquan
yunkyur,good result,olekma|balagannakh|zharkhan|daban
yunyang,good result,fengjie|wanzhou
yupu,good result,mechoopda|maidu
yuracare,good result,moxos|inka_llaqta|yurakar|bia_mbya|conguagua_forest
yuraigir_coast,seazone,
yurakar,good result,altamachi_jungle|yuracare
yurimagua,good result,solimoes_amazon_jungle|chatuza
yuru,good result,bindal|wulgurukaba|biria|burdekin
yuryev_povolzhsk,good result,korenevo|vasilyeva_sloboda|ostrovskoye|yakovlevskoye_bolshoye
yushan_guangxin,good result,yongfeng
yushu,good result,boduna|gongxian
yuskus,good result,prinzus|ku|tawahka|xalapan
yusva,good result,usolye|dobryanka
yuttyakh,good result,machakh|batagai|cheriumche
yutuwichan,good result,mesilinka|williston
zabol,good result,zaranj|qala_fateh
zabore,good result,dokshytsy|lyepyel
zabreh,good result,olomouc|sumperk
zacatollan,good result,churumekua|petacalco_bay
zadian,good result,khamyab|khulm|kelif
zagreb,good result,lasko|bjelovar|sisak
zagzuugiin_balgas,good result,mori_baridag|chuluutyn|ider
zahuatan,good result,baak|cupilco|xicallanco
zainsk,good result,mamadysh|yelabuga|cukataw
zalari,good result,balagansk|osinsky|altay_forest_wasteland_3|staraya_zima
zambesia_katongo,good result,kakenje|nalolo
zamora,good result,alba_de_aliste|fermoselle|toro
zamyany,good result,astrakhan|yenotayevka|ikryanoye
zangla,good result,leh|padum
zankor,good result,shakka|taweisha|wara
zanyukhcha,good result,vyya|verkola
zaostrovskoye,good result,nizhnyaya_toyma
zapovednik_cape,seazone,
zara,good result,hafik
zarafshan,good result,raskam|yarkand
zaragoza,good result,pina_de_ebro|tarazona
zaranj,good result,zabol|hamun_saberi
zarate,good result,mompoj|mahates|kamach|one
zarghun_shahr,good result,ghazni|nawah
zbarazh,good result,tykhomel
zebak,good result,fayzabad|jurm
zembe,good result,chiveve|gorongoza|masekesa|sofala
zemlungrad,good result,velbuzd
zemlyansk,good result,teshevka
zengkou,good result,tongchuan_dazhou|tongjiang
zenta,good result,kikinda|szeged|veliky_beckerek|titel
zenues,good result,upper_sinu|paramillo_mountains
zenzevatka,good result,kamyshin|bykovo
zerbst,good result,wittenberg|calbe|burg
zhalauly,good result,zhelezin
zhaldama,good result,saryozen|atbasar|zhaldama|otun|epe
zhalong,good result,talaha|qiqihar
zhanggu,good result,dartsedo|geshitsa
zhangqiu,good result,licheng|jiyang|qidong
zhangzi,good result,shangdang
zhanhe,good result,jiajin|nioman|xunhe|tehcha
zhaoban,good result,zhehai|wumeng
zhaohua,good result,miangu|puan
zhaoxin,good result,linhuai|wuhe
zhargalakh,good result,sakkyryr|tenki|dulgalakh|siberian_hills_8
zharkhan,good result,macha|olekma|has|uolbut|daban|yunkyur
zharzhan,good result,molodo
zhaushikumtobe,good result,chach|mardankuyik|sutkent|zemukh
zhebariki_khaya,good result,khandyga|khanda
zhehong,good result,bada|guangnan
zheledian,good result,kainan|tongguan_yuanjiang|mengtong
zhelezin,good result,cherlak|zhalauly|imakia
zhenfeng,good result,wangmu|ceheng|xincheng_annan|guangsuoling|zhenning
zhengjiatun,good result,tongliao|yehe|mon
zhennan,good result,midu|weichu
zhenning,good result,zhenfeng|guangsuoling
zhenxi_lizhou,good result,emei|hanyuan|ia
zhenyang,good result,xizhou|luoshan
zhenyuan_sizhou,good result,taipengruodong|ou|bam|panqiao
zheshart,good result,yarensk|ust_sysola|ust_vym
zhetykol,good result,shoptikol
zhigalovo,good result,ust_kut|kachug|siberian_wasteland_17
zhiziluo,good result,gongshan|luzhang
zhokha,good result,gyamda|buchu
zhongkar,good result,ia|barpeta|zhemgang
zhongmu,good result,kaifeng|guancheng_zhengzhou
zhongxiang,good result,fengle|shipai
zhouzhi,good result,fufeng|huxian|xianyang
zhuluo,good result,adeqiu|linxi|xiaodandang|sangme
zhydachiv,good result,drohobych|halych|epe|rohatyn|lviv
zilina,good result,povazska_bystrica|turciansky_svaty_martin
zimba,good result,ou|sikasingo
zimnicea,good result,giurgiu|cherven|nikopol|ena
zimnyatsky,good result,kletskaya|ust_medveditskaya
zinacantan,good result,ocosingo
ziqwala,good result,central_west_ethiopian_mountains|barara
ziul_zkan,good result,bagdarin|bukachacha|isenga
ziyang_zizhong,good result,jianzhou|zixian
zlatoust,good result,ust_katav
zmeinogorsk,good result,ust_kalmanka|kalmanka
znobov,good result,trubchevsk
zolotiinka,good result,iyengra|po|neriungri
zolotonosha,good result,horoshino|pereiaslav
zombodze,good result,
zompanco,good result,tlazcozauhtitlan|teloloapan|tetellan
zonda,good result,ath|jachal|ath|huanacache|ye|ullum
zondoma,good result,mane|yatenga
zongyang,good result,tongling|huaining|wuwei
zorgho,good result,boussouma|tiebele
zuba,good result,lafia|minna|jos
zubtsov,good result,fomin_gorodok|gorodok
zumbo,good result,chirowe|kasekete|chikowa|mutota|massanza
zurmang_namgyaltse,good result,nangchen|pelme|karma_densa
zuwayr,good result,basra|abadan|muhammerah
zvipadze,good result,charumani|muchuchu
zvongombe,good result,hondosaka
zwolen,good result,kazimierz|urzedow|radom|stezyca|kunow
zyryan,good result,oskemen|kurchum|kokpekty|shar
zywiec,good result,oswiecim|bielsko|pszczyna
aashbiliihkupe,good result,aahkawirahkata|ashalaho
achikamii,good result,watistiguam|ia|mammamattawa
achomawi,good result,tollin
aco,good result,lucala|pungo_ndongo
acroas,good result,caraja|kraho|uil|eso|xerente|akwe
adjud,good result,targu_trotus|focsani|tecuci
aerzhai,good result,ulan_buh_desert|uil|bayannur|eso|uraqai|hebin
agra,good result,fez|etawah|jalesar_doab|bhind|uil|sabalgarh|eso
aheri,good result,fez|ballarpur|bhadrachalam|gadchiroli|ani|barasuru|eso|sirpur|chennur
ahrweiler,good result,mayen|siegburg|wied
ahuacatlan,good result,cuauhchinanco
ai_ais,good result,nababeep
aigun,good result,bir_amur|kuanhe|xunhe|tehcha
aikhal,good result,ulakhan_vava|udachny
aimore,good result,urucu|guriri_coast
ais,good result,ho_bay|uriparacoxi|ani|wa|lake_okeechobee
aiud,good result,eso|alba_iulia|cetatea_balta|ye|pest|turda
aiwanj,good result,qubodijon|termez|ani|khulm|eso|kunduz
aix_en_provence,good result,tarascon|uil|apt|forcalquier|eso|eso|barjols
aixe,good result,st_leonard|rochechouart
aizkraukle,good result,selpils|koknese
ajmer,good result,kurki|abe|apt|kem|otun|ani|ye|pest|ia|po|ou|oban
ajuchitlan,good result,teloloapan|cutzamala|abe|tetellan
akcasehir,good result,atpazari|akyazi|cape_pazarbasi
akkesene,good result,baba_ata|saudakent|sarvaslyk
akropong,good result,kibi|keta|cape_saint_paul
aksu,good result,kumtura|qumbash|shayar
akwen,good result,crixas|paracatu|fez|buriti|anais|pinheiro|uil|paranoa|eso|corumba
al_sinn,good result,altun_kupri|tikrit|uil|qayyarah|eso
alamarvdasht,good result,riz|khunj|ia|alamarvdasht|abe|kem|otun|gex|oban
albi,good result,st_affrique|lautrec
allpas,good result,churkampa|llacsapallanca|ayacucho_mountains
ambarchik,good result,ambarchik|kem|otun|abe|oban
ambatondrazaka,good result,tsilalanarivo
amblu_kai,good result,river_nomlaki|yana|wintu|epe
amboim,good result,gunza_coast|libolo
amboise,good result,blois|tours
amisk_sipi,good result,pimicaskewyashik|ia|usa|amiskwaciwiy|eso|amisk_sakahikan|kawatinook
amiskwaciwiy,good result,titaga|amisk_sipi|amisk_sakahikan|wa
amravati,good result,illichpur|katol|uil|kalam|eso|panar|akola
anavarza,good result,adana|fez|ayas|kars_armenia|ye|sos|caxud|eso
andika,good result,masjed_soleyman|somaleh|izeh
angkor_borei,good result,or_keo|phnom_penh
anhandui,good result,fez|mebengokre|pate|taquarucu|uil|kaiwa|eso
aniyutsi,good result,daguwanalahi|warioto
anoixi,good result,oral|aguacay|chaguate|ani|utiangue|eso|tutilcoya
aparri,good result,balbalan|gattaran|babuyan_channel
apiai,good result,bocaiuva_do_sul|bocaiuva_forest
apui,good result,kon_tum|ulm|banlung|nes
apure,good result,arauca|fez|guaquire|kai_kara|guajobos|arechuna|uil|guaritico|eso
aracuai,good result,maxakali|itakangapyra|fanado
araguari,good result,amazon_jungle|ye|lokono|mazagao|eso|araguari_mouth|santa_rosa_bay
arakaiu,good result,kariri|xoko
arandai,good result,maybrat|bentuni_bay
arauca,good result,yopo|tame|fez|guadual|atanari|apure|uil|guajobos|eso|arechuna
areia,good result,fez|guiratinga|itapirapua|araes|ye|araripocone|iranmranhre|eso|utugo_kuri_doge
arezzo,good result,sansepolcro|florence|wa|sanlorenzo
argamakli_sarai,good result,vithold_hammami|harbuzynka
ariari,good result,fez|orocue|metica|caguan|uil|guayupes|eso|guaviare|negro_amazon_jungle|orocue|metica|caguan|guaviare|ariari|kem|otun|ye
arjeplog,good result,arvidsjaur|fez|akkajaur|rov|silbojock|ia|sorsele|ou|storavan|uil|ath|uddjaur|eso|nal|jokkmokk|mie|kvikkjock
arnstadt,good result,eisenberg|saalfeld
aro,good result,guanipa|caroni|parepona|uil|kai_kara|eso|negro_amazon_jungle
asahkaiowaipu,good result,alpowna|hinsepu|ani
asheweig,good result,winisk|tabasokwia|shibogama
asiniwaciy,good result,kamspikihteek|e_shuswap_mtns
askot,good result,himalaya8|champavati|ajayameru
asni,good result,manikpur|uil|kara|korra|eso
assisi,good result,ia|perugia|marsciano|todi
atfih,good result,cairo|beni_suef
athlone,good result,ballymore|tullamore
atibaia,good result,campinas|camanducaia
axawiri,good result,machala|kori_bara_karaa_ancas|uil|callapa|eso
ayvu_pora,good result,pantanal_swamp|fez|kadiweu|piripucu|ycuamandiyu|uil|pai_tavytera|eso|guana|nenlhet|enenlhet
az_zilfi,good result,an_nibaj
azia,good result,ou|warri|nnewi
aztatlan,good result,ku|sentispac|guayabitos_coast|nayarit
badi,good result,beja_coast|khawr_baraka
bag_ngula,good result,luebo|bakongo|uil|bumbuli|eso
bagansiapipi,good result,kubu_rokan|tanah_putih
baghdad,good result,baqubah|dayr_aqul|ia|an_nil|eso|karbala
baghlan,good result,andarab|kunduz
baia_mare,good result,hodod|szatmar
baitan,good result,taipingzhuang|xiabancheng
bakairi,good result,xingu_amazon_jungle|ikuiapa|fez|kuhikugu|kajkwakratxi|kura|ye|boe|eso|awen|xavante
baliisshe_aashe,good result,suktogeja_o_ipa|patgasa_wakpa
baliseyh,good result,dinek_keskin|fez|kalecik|karakecili|cankiri|bayat|uil|sabanozu|eso
baluba,good result,tchikunga|fez|hemtine|chamuhongo|moana_muafi|kabebe|uil|eso
balui,good result,plieran
balyktyg,good result,buren_khem|busiyn|ou|aya
bamu,good result,mubami|purutu_island
bandafassi,good result,saraya|iwol|uil|eso|tabon|labe
banihal,good result,udamphur|rasyal
bardhaman,good result,madaran|satgaon|shergarh|uil|eso
bars_khot,good result,bayan_tumen|uguumur
batagai,good result,ust_charky|boronuk|yuttyakh|uil|taala|eso|cheriumche
bazhai,good result,jiaohua|nanlang|thuy_vi
belgaum,good result,ajara|gokak
belley,good result,gex|thoire|uil|chambery|ye|la_tour_du_pin|eso
bemetara,good result,nawagarh|tilda|durg
bemidji,good result,winnibigoshish|lake_winnibigoshish
bendi,good result,buassa|lubue|ye|gana_damate|eso|mabale
beohari,good result,bandogarh|sohagpur|madwas
beregovo,good result,varda|nagyecsed|syvlyush
betsiamites,good result,pessamit|pipmuacan
bhalki,good result,bidar|ausa
bidai,good result,nabaydacu|deadose|ye|palaquechare|mayeye|eso
bielefeld,good result,minden
bigo_bya_mugenyi,good result,buddu|katwe|ayr|rubaga|ou
bihariganj,good result,khagaria|purnia|saharsa
bii,good result,choigan|eastern_sayan_mountains1
bimbilla,good result,yendi|chamba|tirekka
birnin_gwari,good result,gusau|kotonkoro|tegina
birzai,good result,bauska|pasvalys
blois,good result,beaugency|amboise|ye
boa_ogoi,good result,sosso|bear_river_w
boai,good result,xilin|tangxing
bocaiuva,good result,ia|ani|itakangapyra|oral|eso|tijuco|fanado
bocaiuva_do_sul,good result,bor|ia|curitiba|ani|bocaiuva_forest|ia|apiai|lar
bohai,good result,boxing|lijin|gaoyuan_jinan|yanci
boi,good result,parnagua|uil|medonho|jacu|eso|manuais
bokoni,good result,ntsoana_tsatsi|tebang
bolotnye,good result,krivoshchekovo|kozhevnikovo|uil|eso
bombwi,good result,njoko|sioma
bomokandi,good result,congo_jungle|uele_ca|ulm|eso|isiro|dungu
bonndorf,good result,kyburg
boorj,good result,qorqonaq_yubur|unda
braunau,good result,ou|ried|burghausen|wa
bruneck,good result,lienz|rey
buraydah,good result,al_mithnab|an_nibaj|unaizah|an_nabhaniyah
burdekin,good result,oral|wargamaygan|ia|nyawaygi|agwarmin|uil|gugu_badhun|kutjala|ye
burgdorf_emmental,good result,aarau|fribourg|uil|solothurn|eso|bienne
busiyn,good result,kaa|balyktyg
buxar,good result,arrah|ballia|chunar|ghazipur
buzhskyi,good result,ia|khmilnyk|ife|vinnytsia
caiapo,good result,ath|sapukaia|fez|ia|mantiqueira|ath|araquara|barretos|uil|jaboticabal|ia|eso|sao_carlos
cais,good result,poti|tabajara
caisaboscai,good result,pitchibourenik|chistamikap
calatrava,good result,ciudad_real|almodovar_del_campo
cambrai,good result,valenciennes|saint_quentin
cananeia,good result,iguape|marataiama|small_sea
castellane,good result,forcalquier|digne|barjols
castellaun,good result,wittlich|cochem|uil|eso|coblenz
catan_lil,good result,newenken|naupa_huen|lom|uil|ye|currumil|ami|vuriloche|eso
catawba,good result,iswa|talimeco|uil|eso
cauouatstacau,good result,neoskweskau|misask
cauroma,good result,tahamies|ou|umbra|otun
cegani,good result,lichiresti|uil|orasul_de_floci|cernavoda|eso|drastar
ceibal,good result,pachan|pusilha|uil|jolom_konob|eso
celtik,good result,polatli|emirdag|uil|sivrihisar|eso|kaymaz
central_meetto,good result,fez|north_meetto|east_yao|makonde|uil|north_shirima|eso|north_yao
cerkes,good result,arac|gerede
cernauti,good result,hotin|stefanesti|ani|sniatyn|eso
cernavoda,good result,cegani|ani|orasul_de_floci|harsova|eso|drastar
cetateni,good result,targoviste|ye|ye
chabanais,good result,nontron|charroux|rochechouart
chai_nat,good result,lopburi|saraburi|uil|phayuhakhiri|eso|sri_thep
chaisri,good result,ayodhya|ia|suphanburi|kanchanaburi|eso|ratchaburi|bight_ayodhya
chaiyaphum,good result,kaset_sombun|mancha_khiri
chalkyitsik,good result,venetie|gwichin_uplands
chanderi,good result,sironj|guna|deogarh|uil|lalitpur|eso|sipri
chateaubriant,good result,ye|angers|nantes
chatillon_sur_seine,good result,chaumont|choiseul|nal|ani|langres|eso|bar_sur_aube
chaudandi,good result,vijayapur|fez|rajanari|ranibas|halesi|ye|jhanjharpur|kosi|eso|saharsa
chengmai,good result,yilun|uil|gongshan|dingan|eso
chenxi,good result,yuanling|huaihua|xupu|ulm|luxi|eso|mayang
cheriumche,good result,uil|batagai|taala|eso|siberian_tundra_7
chiang_rai,good result,chiang_saen|siang
chicoutimi,good result,shipshaw|po|outapimiskou|metabetchouane
chirki,good result,koptyuga|vashka
chisasibi,good result,la_grande_hills|kakachischuan_point
choigan,good result,bii|systyg|eastern_sayan_mountains1
choiseul,good result,chatillon_sur_seine|langres
chomuruvuti,good result,chipagwe|chipukuswi|naletale
chukhloma,good result,ou|sol_galichskaya|buy
chuvan1,good result,elgygytgyn|chuvan2|omok_upplands1
chuwi,good result,tomina|takopaya|uil|samaipata|ou|eso|mizque|ou|charka
chymnaii,good result,fez|khandyga|kharbalakh|khanda|ia|uolba|eso|udamik
cincu,good result,fagaras|sfantu_gheorghe
ciudad_real,good result,almodovar_del_campo|uil|calatrava|malagon|eso
coacoachou,good result,mecatina_hills|mecatina_islands
cofaqui,good result,ocute|etoho|ye
cofitachequi,good result,hymahi|talimeco
coinan,good result,xacona|ou|penlamu|epe|ani|chapallan|eso|chapala_lake
coiracoentanon,good result,ahsenisiipi|peewareewa|uil|moingwena|eso|wapsipinicon|moskwawakwa
